City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Lipin Bor,RU,60.2622,37.9763,30.79,78,7,8.08,clear sky
344,Berlevag,NO,70.8578,29.0864,39.2,87,100,12.66,light rain
345,Srivardhan,IN,18.0333,73.0167,83.5,73,30,7.61,scattered clouds
346,Okhotsk,RU,59.3833,143.3,34.11,99,100,6.46,light snow
347,Abu Dhabi,AE,24.4667,54.3667,87.82,61,0,4.61,clear sky
348,Shakiso,ET,5.75,38.9167,59.07,98,98,0.45,overcast clouds
349,Kashi,CN,39.4547,75.9797,63.61,48,75,13.42,broken clouds
350,Orlik,RU,52.5178,99.825,45.41,65,68,3.89,broken clouds
351,Salinopolis,BR,-0.6136,-47.3561,78.3,83,86,3.47,overcast clouds
352,Wuwei,CN,37.9281,102.6414,62.69,32,93,4.45,overcast clouds
353,Lukulu,ZM,-14.3707,23.242,57.56,44,26,5.93,scattered clouds
354,Bembereke,BJ,10.2283,2.6634,75.22,77,100,9.1,light rain
355,Mnogovershinnyy,RU,53.9353,139.9242,30.9,96,100,5.46,overcast clouds
356,Mukhtolovo,RU,55.4644,43.1953,37.96,69,88,4.09,overcast clouds
357,Fukue,JP,32.6881,128.8419,67.21,77,100,11.86,overcast clouds
358,Leningradskiy,RU,69.3833,178.4167,33.06,97,98,10.04,overcast clouds
359,The Valley,AI,18.217,-63.0578,85.86,74,20,12.66,haze
360,Altar,MX,30.7,-111.8167,91.53,16,0,19.89,clear sky
361,Tautira,PF,-17.7333,-149.15,79.02,75,33,11.5,light rain
362,Zabid,YE,14.1951,43.3152,88.81,30,9,4.25,clear sky
363,Khasan,RU,42.4308,130.6434,52.81,85,98,2.86,light rain
364,Grand Gaube,MU,-20.0064,57.6608,73.8,64,0,16.78,clear sky
365,Laguna,US,38.421,-121.4238,86.76,17,0,5.75,clear sky
366,Guerrero Negro,MX,27.9769,-114.0611,72.45,50,4,13.6,clear sky
367,Kochevo,RU,59.5994,54.3125,32.97,92,100,6.76,overcast clouds
368,Chervona Sloboda,UA,49.3789,32.1464,58.19,82,30,18.92,scattered clouds
369,Kahului,US,20.8947,-156.47,86.02,54,40,20.71,scattered clouds
370,Flin Flon,CA,54.7682,-101.865,55.24,33,75,8.05,broken clouds
371,Banjarmasin,ID,-3.3244,114.591,77.14,96,97,2.01,overcast clouds
372,Ouesso,CG,1.6136,16.0517,72.75,86,98,2.46,overcast clouds
373,Isangel,VU,-19.55,169.2667,78.55,90,99,15.41,overcast clouds
374,Kurmanayevka,RU,52.5093,52.0675,37.51,90,51,6.98,broken clouds
375,Ixtapa,MX,20.7,-105.2,92.75,36,1,8.5,clear sky
376,Bilma,NE,18.6853,12.9164,87.94,11,0,4.56,clear sky
377,Najran,SA,17.4924,44.1277,79.45,12,5,2.44,clear sky
378,Jibuti,DJ,11.5,42.5,86.02,22,75,4.76,broken clouds
379,Kasongo-Lunda,CD,-6.4667,16.8167,76.01,70,91,1.88,overcast clouds
380,Suez,EG,29.9737,32.5263,70.14,59,3,11.97,clear sky
381,Cabo San Lucas,MX,22.8909,-109.9124,84.61,64,2,10.09,clear sky
382,Kango,GA,0.1943,10.0951,74.34,98,100,1.59,moderate rain
383,Kayes,ML,14.0,-11.0,98.44,11,12,5.61,few clouds
384,San Policarpo,PH,12.1791,125.5072,79.81,84,100,8.12,overcast clouds
385,Mount Isa,AU,-20.7333,139.5,56.97,82,35,3.44,scattered clouds
386,Sar-E Pul,AF,35.8333,66.1667,51.66,89,79,6.15,broken clouds
387,Ekibastuz,KZ,51.6667,75.3667,69.6,32,98,14.27,overcast clouds
388,Vostok,RU,46.4856,135.8833,51.01,92,79,2.15,broken clouds
389,Jua,IN,15.5333,73.9333,78.26,84,84,2.89,broken clouds
390,Kismayo,SO,-0.3582,42.5454,79.56,82,100,14.09,overcast clouds
391,Ebolowa,CM,2.9,11.15,70.52,98,100,2.57,overcast clouds
392,Banjar,ID,-8.19,114.9675,75.09,86,12,4.45,few clouds
393,Klaksvik,FO,62.2266,-6.589,47.32,84,100,14.41,overcast clouds
394,Beyneu,KZ,45.3167,55.2,55.29,42,75,7.76,broken clouds
395,Hangu,CN,39.2489,117.7892,75.24,37,0,5.61,clear sky
396,Bathsheba,BB,13.2167,-59.5167,84.81,70,20,19.57,few clouds
397,Kalmunai,LK,7.4167,81.8167,80.58,75,61,4.9,broken clouds
398,Acapulco,MX,16.8634,-99.8901,85.55,55,3,9.95,clear sky
399,Bonito,BR,-21.1211,-56.4819,64.74,52,4,2.93,clear sky
400,Salalah,OM,17.0151,54.0924,80.98,83,100,8.66,overcast clouds
401,Hualmay,PE,-11.0964,-77.6139,67.42,78,21,10.0,few clouds
402,Kirakira,SB,-10.4544,161.9205,81.82,79,56,3.31,broken clouds
403,Aviles,ES,43.5547,-5.9248,68.38,91,40,11.5,scattered clouds
404,Kudat,MY,6.8837,116.8477,77.29,94,20,0.0,few clouds
405,Coquimbo,CL,-29.9533,-71.3436,58.73,88,40,16.11,scattered clouds
406,Zhicheng,CN,30.2956,111.5047,64.72,85,100,2.64,overcast clouds
407,Wenling,CN,28.3669,121.36,62.13,92,98,1.61,overcast clouds
408,Roma,US,43.2128,-75.4557,89.74,43,0,12.66,clear sky
409,Moron,AR,-34.6534,-58.6198,69.69,56,0,1.72,clear sky
410,Yar-Sale,RU,66.8333,70.8333,30.34,81,100,12.82,overcast clouds
411,Xam Nua,LA,20.4197,104.0439,68.13,100,100,1.59,overcast clouds
412,East London,ZA,-33.0153,27.9116,59.74,79,68,4.79,broken clouds
413,Pangnirtung,CA,66.1451,-65.7125,35.78,83,100,12.91,overcast clouds
414,Desna,UA,50.9273,30.7605,58.86,81,17,16.98,few clouds
415,Joensuu,FI,62.6012,29.7632,45.09,45,0,4.61,clear sky
416,Luganville,VU,-15.5333,167.1667,78.57,85,14,1.14,few clouds
417,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,57.13,88,0,3.13,clear sky
418,Leo,BF,11.1,-2.1,80.01,61,86,5.21,overcast clouds
419,Sangueya,GN,10.7,-14.3667,79.2,80,99,6.02,overcast clouds
420,Lazaro Cardenas,MX,17.9583,-102.2,82.89,64,9,10.13,clear sky
421,Catamarca,AR,-28.4696,-65.7852,69.58,44,6,1.86,clear sky
422,Bubaque,GW,11.2833,-15.8333,79.03,78,100,18.86,overcast clouds
423,Serenje,ZM,-13.2325,30.2352,60.17,87,49,2.8,scattered clouds
424,Kieta,PG,-6.2167,155.6333,80.01,82,18,0.81,few clouds
425,Mecca,SA,21.4267,39.8261,88.3,25,4,0.49,clear sky
426,Hofn,IS,64.2539,-15.2082,48.88,83,100,9.42,overcast clouds
427,Vestmannaeyjar,IS,63.4427,-20.2734,49.78,86,98,8.12,overcast clouds
428,La Ronge,CA,55.1001,-105.2842,59.22,19,75,8.05,broken clouds
429,Ucluelet,CA,48.9329,-125.5528,55.09,80,1,3.0,clear sky
430,Pavlodar,KZ,52.3,76.95,67.8,34,0,13.42,clear sky
431,Novosineglazovskiy,RU,55.0401,61.3792,38.91,97,100,14.18,overcast clouds
432,Amudat,UG,1.95,34.95,71.47,62,100,4.47,overcast clouds
433,Panaba,MX,21.2833,-88.2667,92.35,49,49,22.41,scattered clouds
434,Bandar,ID,2.05,99.75,74.37,96,100,0.18,overcast clouds
435,Dubbo,AU,-32.25,148.6167,51.93,87,100,10.36,overcast clouds
436,Dinskaya,RU,45.2178,39.2283,57.88,61,90,15.26,overcast clouds
437,Luderitz,NA,-26.6481,15.1594,55.42,66,9,14.45,clear sky
438,Humaita,BR,-7.5061,-63.0208,84.52,59,6,0.78,clear sky
439,Alappuzha,IN,9.49,76.3264,79.57,83,79,9.6,broken clouds
440,Codrington,AU,-38.2667,141.9667,43.43,93,6,7.31,clear sky
441,Udachnyy,RU,66.4167,112.4,46.45,60,14,2.68,few clouds
442,The Pas,CA,53.8251,-101.2541,51.82,37,0,9.22,clear sky
443,Amazar,RU,53.858,120.875,45.09,94,100,5.46,light rain
444,Paracatu,BR,-17.2222,-46.8747,62.92,39,15,3.42,few clouds
445,Ambanja,MG,-13.6833,48.45,73.92,80,37,3.49,scattered clouds
446,Gorontalo,ID,0.5412,123.0595,75.43,95,100,0.92,overcast clouds
447,Puerto Madryn,AR,-42.7692,-65.0385,61.97,40,100,16.91,overcast clouds
448,Yatou,CN,37.15,122.3833,61.02,80,0,8.86,clear sky
449,Ubinskoye,RU,55.3068,79.6802,61.05,49,72,10.56,broken clouds
450,Ulladulla,AU,-35.35,150.4667,55.38,88,100,9.62,moderate rain
451,Neiafu,TO,-18.65,-173.9833,75.88,88,20,0.0,few clouds
452,Nishihara,JP,26.1842,127.7558,70.88,92,40,14.97,mist
453,Anadyr,RU,64.75,177.4833,39.7,80,0,6.71,clear sky
454,Boyolangu,ID,-8.1181,111.8935,75.11,90,99,1.32,overcast clouds
455,Srednekolymsk,RU,67.45,153.6833,54.99,45,100,10.54,overcast clouds
456,Batagay,RU,67.6333,134.6333,43.88,64,97,2.04,overcast clouds
457,Geraldton,AU,-28.7667,114.6,55.81,94,75,12.66,broken clouds
458,Arlit,NE,18.7369,7.3853,90.41,16,99,4.32,overcast clouds
459,Baoqing,CN,46.3317,132.2111,53.15,93,100,6.29,overcast clouds
460,Warwick,US,41.7001,-71.4162,92.19,69,40,23.02,scattered clouds
461,Madison Heights,US,42.4859,-83.1052,75.15,60,0,12.66,clear sky
462,Skegness,GB,53.1436,0.3363,57.58,79,78,7.7,broken clouds
463,Awbari,LY,26.5921,12.7805,74.39,9,0,11.77,clear sky
464,Xining,CN,36.6167,101.7667,50.5,67,43,2.89,scattered clouds
465,Durg,IN,21.1833,81.2833,93.49,26,84,4.79,broken clouds
466,Bushenyi,UG,-0.5853,30.2114,61.23,87,97,1.01,overcast clouds
467,Guatire,VE,10.4762,-66.5427,88.2,67,93,5.84,overcast clouds
468,Sayat,TM,38.7839,63.8803,57.07,39,100,13.24,overcast clouds
469,Gboko,NG,7.3179,8.9951,79.92,70,96,10.89,light rain
470,Homer,US,59.6425,-151.5483,58.05,29,99,3.0,overcast clouds
471,Seydi,TM,39.4816,62.9137,64.85,34,82,11.12,broken clouds
472,Alto Araguaia,BR,-17.3147,-53.2153,64.15,44,23,2.55,few clouds
473,Umarkot,PK,25.3616,69.7362,83.75,68,0,22.17,clear sky
474,Mkushi,ZM,-13.6202,29.3939,60.76,75,19,2.44,few clouds
475,Daru,PG,-9.0763,143.2092,79.7,77,21,11.18,few clouds
476,Gambela,ET,8.25,34.5833,75.25,76,49,2.04,light rain
477,Fairbanks,US,64.8378,-147.7164,72.61,31,0,4.61,clear sky
478,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,73,9,10.87,clear sky
479,Havelock,US,34.8791,-76.9013,87.75,78,0,16.11,clear sky
480,Maceio,BR,-9.6658,-35.7353,76.44,88,75,6.91,mist
481,Labrea,BR,-7.2586,-64.7981,86.11,60,40,1.14,scattered clouds
482,Lysyye Gory,RU,51.5506,44.8414,44.38,67,55,4.68,broken clouds
483,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,93,75,2.24,light rain
484,Phenix City,US,32.471,-85.0008,90.88,51,0,0.0,clear sky
485,Ilo,PE,-17.6394,-71.3375,65.26,77,100,9.22,overcast clouds
486,Chiredzi,ZW,-21.05,31.6667,63.57,93,88,3.24,light rain
487,Mandal,IN,25.45,74.5667,84.4,53,0,16.33,clear sky
488,Omsukchan,RU,62.5333,155.8,31.41,92,99,7.61,overcast clouds
489,Yaan,NG,7.3833,8.5667,79.05,73,87,8.7,overcast clouds
490,Nueva Loja,EC,0.0847,-76.8828,75.22,88,75,9.22,broken clouds
491,Swan Hill,AU,-35.3378,143.5544,46.85,81,17,7.7,few clouds
492,Quarai,BR,-30.3875,-56.4514,56.82,76,100,2.44,overcast clouds
493,Burnie,AU,-41.0667,145.9167,48.94,83,6,3.24,clear sky
494,Blagoyevo,RU,63.3667,47.9167,30.11,92,100,8.48,light snow
495,Skjervoy,NO,70.0311,20.9714,44.6,86,99,2.35,overcast clouds
496,Yelizovo,RU,53.1873,158.3805,41.14,93,75,2.24,broken clouds
497,Yantongshan,CN,43.2919,126.0094,53.13,80,34,0.85,scattered clouds
498,Ballater,GB,57.0493,-3.0402,52.47,81,97,4.47,overcast clouds
499,Omboue,GA,-1.5746,9.2618,76.46,88,100,9.24,overcast clouds
500,Evensk,RU,61.95,159.2333,38.79,95,100,3.29,light rain
501,Namuac,PH,18.6109,121.1657,76.93,86,76,2.98,broken clouds
502,Yerbogachen,RU,61.2767,108.0108,45.5,91,48,3.87,scattered clouds
503,Marzuq,YE,14.4,46.4667,77.09,26,19,1.48,few clouds
504,Breves,BR,-1.6822,-50.4803,76.28,88,78,4.76,broken clouds
505,Urucara,BR,-2.5364,-57.76,78.82,80,77,2.62,broken clouds
506,Ilam,NP,26.9167,87.9167,63.25,85,10,4.83,clear sky
507,Asau,RO,46.4333,26.4,67.12,91,4,2.98,clear sky
508,Port Hedland,AU,-20.3167,118.5667,73.45,100,34,0.0,scattered clouds
509,Dalvik,IS,65.9702,-18.5286,40.93,97,100,8.01,overcast clouds
510,Bosaso,SO,11.2842,49.1816,86.13,43,82,2.3,broken clouds
511,Gornopravdinsk,RU,60.05,69.9,45.95,87,100,13.0,overcast clouds
512,Dhali,IN,10.5,77.1667,74.41,77,82,8.05,broken clouds
513,Kaseda,JP,31.4167,130.3167,64.29,87,96,4.32,overcast clouds
514,Tura,IN,25.5198,90.2201,70.12,97,52,2.59,broken clouds
515,Piacabucu,BR,-10.4056,-36.4344,77.41,79,61,14.41,broken clouds
516,Las Vegas,US,36.175,-115.1372,83.25,11,0,6.91,clear sky
517,Pyapon,MM,16.2833,95.6833,78.12,93,90,10.11,overcast clouds
518,Port Lincoln,AU,-34.7333,135.8667,58.33,81,1,9.75,clear sky
519,Marsala,IT,37.7966,12.4352,64.35,88,0,5.75,clear sky
520,Zaraza,VE,9.3503,-65.3245,94.12,33,11,9.86,few clouds
521,Malanje,AO,-9.5402,16.341,67.93,63,81,3.91,broken clouds
522,Trat,TH,12.5,102.5,83.88,93,100,3.6,light rain
523,Half Moon Bay,US,37.4636,-122.4286,86.88,51,0,16.11,clear sky
524,Kijang,KR,35.2442,129.2139,60.53,71,0,5.41,clear sky
525,Burns Lake,CA,54.2331,-125.7533,60.22,27,13,4.0,few clouds
526,Kaoma,ZM,-14.7833,24.8,56.57,50,6,5.06,clear sky
527,Henties Bay,NA,-22.116,14.2845,57.56,72,0,10.71,clear sky
528,Lynn Haven,US,30.2455,-85.6483,83.03,62,100,5.01,overcast clouds
529,San Andres,CO,12.5847,-81.7006,75.22,100,100,4.61,moderate rain
530,Tuy Hoa,VN,13.0833,109.3,77.74,89,100,4.16,overcast clouds
531,Tevriz,RU,57.509,72.4042,55.47,87,79,9.19,broken clouds
532,Tingi,TZ,-11.3,35.0333,60.55,87,13,3.76,few clouds
533,Arumbavur,IN,11.3833,78.7333,80.56,71,54,8.72,broken clouds
534,Gamba,GA,-2.65,10.0,76.35,84,100,8.23,overcast clouds
535,Salamanca,ES,40.8333,-6.0,76.78,67,46,11.61,scattered clouds
536,Voykove,UA,45.3826,36.4372,58.3,73,78,25.81,broken clouds
537,Chissamba,AO,-12.1667,17.3333,61.83,55,27,3.11,scattered clouds
538,Padang,ID,-0.9492,100.3543,77.11,88,96,2.08,light rain
539,Kindersley,CA,51.4668,-109.1682,53.62,22,20,8.05,few clouds
540,Kheda,IN,22.75,72.6833,88.09,62,0,15.48,clear sky
541,Hami,CN,42.8,93.45,74.91,26,0,14.58,clear sky
542,Pisco,PE,-13.7,-76.2167,69.85,64,0,6.91,clear sky
543,Carcassonne,FR,43.25,2.1667,74.43,68,0,5.75,clear sky
544,Progreso,MX,21.2833,-89.6667,101.1,48,57,12.97,broken clouds
545,Beloha,MG,-25.1667,45.05,68.18,51,0,6.44,clear sky
546,Vao,NC,-22.6667,167.4833,74.01,87,93,25.57,overcast clouds
547,Synya,RU,65.3718,58.0387,32.72,77,100,11.77,overcast clouds
548,Wynyard,AU,-41.0,145.7167,48.97,83,4,3.27,clear sky
549,Flinders,AU,-34.5833,150.8552,55.18,93,100,4.0,overcast clouds
550,Gondanglegi,ID,-7.7479,112.0132,73.74,91,100,3.4,overcast clouds
551,Diego De Almagro,CL,-26.3667,-70.05,71.8,23,0,7.65,clear sky
552,Rawicz,PL,51.6095,16.8585,55.92,91,11,12.24,few clouds
553,Aquiraz,BR,-3.9014,-38.3911,82.49,81,10,4.23,clear sky
554,Athabasca,CA,54.7169,-113.2854,57.61,28,62,3.62,broken clouds
555,Upernavik,GL,72.7868,-56.1549,31.39,76,100,4.05,overcast clouds
556,Kirkland Lake,CA,48.1446,-80.0377,61.09,59,93,11.21,overcast clouds
557,Craig,US,40.5153,-107.5464,49.62,30,0,7.94,clear sky
558,Paarl,ZA,-33.7338,18.9752,57.02,84,15,2.89,few clouds
559,Auki,SB,-8.7676,160.7034,79.68,77,7,3.04,clear sky
560,Panjab,AF,34.388,67.0233,48.04,46,0,4.36,clear sky
561,Portobelo,PA,9.55,-79.65,84.72,81,100,3.69,overcast clouds
562,Olinda,BR,-8.0089,-34.8553,82.13,78,40,12.66,scattered clouds
563,Wattegama,LK,6.7989,81.4808,76.48,78,76,7.47,broken clouds
564,Januaria,BR,-15.4833,-44.3667,71.02,27,6,4.25,clear sky
565,Sechura,PE,-5.5569,-80.8222,77.14,60,19,13.29,few clouds
566,Saint-Pierre,RE,-21.3393,55.4781,71.28,78,20,9.22,few clouds
567,Dong Xoai,VN,11.5333,106.9167,75.61,94,100,1.52,overcast clouds
568,Aksarayskiy,RU,46.7924,48.0119,51.01,88,100,8.72,moderate rain
569,Kruisfontein,ZA,-34.0033,24.7314,52.88,86,3,5.08,clear sky
570,Lufkin,US,31.3382,-94.7291,92.48,31,59,13.2,broken clouds
571,Morgan City,US,29.6994,-91.2068,89.01,79,75,12.66,broken clouds
572,Weatherford,US,32.7593,-97.7972,81.45,66,59,10.0,broken clouds
573,Male,MV,4.1748,73.5089,84.15,84,40,12.66,scattered clouds
574,Yorosso,ML,12.3536,-4.7761,80.98,58,88,12.39,overcast clouds
575,College,US,64.8569,-147.8028,73.99,31,0,4.61,clear sky
576,Teya,RU,60.3778,92.6267,39.87,95,9,3.94,clear sky
577,Olafsvik,IS,64.8945,-23.7142,43.03,82,75,18.28,broken clouds
578,Northport,US,33.229,-87.5772,95.13,50,0,1.01,clear sky
579,Marshfield,US,44.6689,-90.1718,59.67,62,91,10.25,overcast clouds
580,Belmonte,BR,-15.8631,-38.8828,73.69,62,12,9.91,few clouds
581,Sinnamary,GF,5.3833,-52.95,76.96,89,99,14.12,overcast clouds
582,Brae,GB,60.3964,-1.353,49.77,86,92,13.82,overcast clouds
583,Ganzhou,CN,28.8184,115.4327,64.47,91,51,1.34,broken clouds
584,Malpe,IN,13.35,74.7167,76.3,89,96,5.01,overcast clouds
585,Mlonggo,ID,-6.5333,110.7,77.52,85,91,3.36,overcast clouds
586,Joniskis,LT,56.2403,23.6153,50.92,99,100,3.29,light rain
587,Chester,US,40.1254,-75.8749,91.36,58,0,5.99,clear sky
588,Jiaozuo,CN,35.2397,113.2331,70.18,41,100,1.81,overcast clouds
589,Maracanau,BR,-3.8767,-38.6256,82.06,78,20,6.91,few clouds
590,Pokhara,NP,28.2333,83.9833,65.98,82,78,2.44,broken clouds
591,Sumbe,AO,-11.2061,13.8437,71.69,82,87,5.21,overcast clouds
592,High Prairie,CA,55.4334,-116.4858,56.12,32,73,4.85,broken clouds
593,Challans,FR,46.8436,-1.8749,72.52,67,82,9.37,broken clouds
594,Qaqortoq,GL,60.7167,-46.0333,38.53,77,3,5.5,clear sky
595,Sehithwa,BW,-20.4667,22.7167,50.5,44,0,6.76,clear sky
596,Vrangel,RU,42.7297,133.0839,52.59,88,7,6.04,clear sky
597,Hirara,JP,24.8,125.2833,75.06,79,74,14.65,broken clouds
598,Buala,SB,-8.145,159.5921,81.97,74,36,4.41,scattered clouds
599,Hermiston,US,45.8404,-119.2895,70.65,39,9,1.99,clear sky
600,Vardo,NO,70.3705,31.1107,37.38,87,75,21.85,broken clouds
601,Eshowe,ZA,-28.8865,31.4699,55.31,87,100,11.25,light rain
602,Lebedinyy,RU,58.5167,125.5167,38.98,82,58,6.73,broken clouds
603,Cururupu,BR,-1.8283,-44.8683,74.93,94,30,2.01,scattered clouds
604,Karema,TZ,-6.8205,30.4389,71.83,77,100,3.85,overcast clouds
605,Normandin,CA,48.8333,-72.5321,69.93,40,95,5.75,overcast clouds
606,Porbandar,IN,21.6422,69.6093,82.49,81,22,21.05,few clouds
607,Changping,CN,40.2186,116.2197,60.44,28,22,4.76,few clouds
608,Katsuura,JP,35.1333,140.3,61.86,94,100,17.07,overcast clouds
609,Marawi,PH,7.9986,124.2928,69.89,91,93,2.06,overcast clouds
610,Port-Gentil,GA,-0.7193,8.7815,78.48,84,100,14.16,light rain
611,Constitucion,CL,-35.3333,-72.4167,55.96,68,100,10.16,overcast clouds
612,Weyburn,CA,49.6668,-103.8511,50.22,34,100,9.22,overcast clouds
613,Kirovskiy,RU,45.0917,133.5136,52.09,94,59,3.36,broken clouds
614,Cabedelo,BR,-6.9811,-34.8339,81.27,80,6,10.89,clear sky
615,Kenai,US,60.5544,-151.2583,64.02,16,0,14.97,clear sky
616,Ahipara,NZ,-35.1667,173.1667,61.18,76,100,12.5,overcast clouds
617,Yumen,CN,40.2833,97.2,62.42,32,0,9.57,clear sky
618,Erzin,TR,36.9559,36.2,70.34,27,2,7.43,clear sky
619,Sayyan,YE,15.1718,44.3244,64.62,17,15,5.26,few clouds
620,Scottsbluff,US,41.8666,-103.6672,55.29,33,100,4.0,overcast clouds
621,Marshall,US,34.3834,-86.3333,90.09,42,40,9.22,scattered clouds
622,Capreol,CA,46.706,-80.9225,68.47,53,75,13.8,broken clouds
623,Puyo,EC,-1.4667,-77.9833,70.84,88,75,3.44,light intensity drizzle
624,Santa Cruz,BO,-17.8,-63.1667,78.26,47,40,17.27,scattered clouds
625,Kiunga,PG,-6.1219,141.2906,71.85,99,99,2.04,overcast clouds
626,Muslyumovo,RU,55.3033,53.1947,35.49,94,12,8.16,few clouds
627,Valparaiso,CL,-33.0393,-71.6273,71.83,51,0,11.5,clear sky
628,Makungu,TZ,-8.7333,35.2833,62.15,96,97,2.62,overcast clouds
629,Abu Samrah,SY,35.3029,37.1841,76.03,14,100,7.78,overcast clouds
630,Zholymbet,KZ,51.7433,71.7122,60.94,70,97,11.45,overcast clouds
631,Lata,PT,40.1629,-8.3327,59.88,93,30,0.92,scattered clouds
632,Fort Nelson,CA,58.8053,-122.7002,63.99,22,75,6.91,broken clouds
633,Ulagan,RU,50.6321,87.9563,52.45,58,69,2.46,broken clouds
634,Broome,US,42.2506,-75.833,92.01,51,34,5.01,scattered clouds
635,Pallasovka,RU,50.05,46.8833,45.19,63,36,8.81,scattered clouds
636,Aki,JP,33.5,133.9,60.04,80,0,3.53,clear sky
637,Laukaa,RU,58.7372,29.8453,44.24,58,9,10.13,clear sky
638,Poronaysk,RU,49.2167,143.1167,40.23,97,100,3.74,overcast clouds
639,Yashalta,RU,46.3395,42.2762,57.85,54,100,18.86,overcast clouds
640,Gushikawa,JP,26.3544,127.8686,70.83,95,0,4.61,mist
641,Corinto,GR,37.9407,22.9573,71.89,53,2,3.29,clear sky
642,Doha,QA,25.2867,51.5333,93.18,27,0,16.11,clear sky
643,San Quintin,MX,30.4833,-115.95,65.05,58,0,11.1,clear sky
644,Broken Hill,AU,-31.95,141.4333,54.84,85,99,10.2,overcast clouds
645,San Cristobal,VE,7.7669,-72.225,80.78,47,66,6.91,broken clouds
646,Ascension,US,30.2169,-90.9001,94.08,65,75,13.8,broken clouds
647,Nehe,CN,48.4833,124.8333,53.42,64,15,1.34,few clouds
648,Svetlyy,RU,54.675,20.1347,48.25,93,97,21.52,overcast clouds
649,Loikaw,MM,19.6742,97.2094,66.11,94,84,2.8,broken clouds
650,Camocim,BR,-2.9022,-40.8411,78.22,86,49,7.76,scattered clouds
651,Belozerskoye,RU,55.8214,65.5842,44.89,87,100,14.38,light rain
652,Qasigiannguit,GL,68.8193,-51.1922,34.45,86,97,6.35,overcast clouds
653,Kanalion,GR,39.6056,19.8925,67.78,68,0,3.44,clear sky
654,Kiama,AU,-34.6833,150.8667,64.0,95,100,5.01,overcast clouds
655,Sao Jose Da Laje,BR,-9.0097,-36.0583,71.33,98,97,7.2,overcast clouds
656,Fairlie,GB,55.756,-4.8556,57.11,83,100,10.74,overcast clouds
657,San Jeronimo,PE,-11.9472,-75.2829,60.67,51,66,3.58,broken clouds
658,Filadelfia,US,39.9523,-75.1638,96.03,46,75,14.97,broken clouds
659,Chicaman,GT,15.4,-90.7667,85.32,61,97,2.48,overcast clouds
660,Kununurra,AU,-15.7667,128.7333,75.18,33,36,6.91,scattered clouds
661,Ambon,ID,-3.6954,128.1814,77.14,94,20,2.3,few clouds
662,Bajil,YE,15.0584,43.2851,91.38,35,9,2.62,clear sky
663,Benguela,AO,-12.5763,13.4055,70.16,80,87,1.54,overcast clouds
664,Porosozero,RU,62.7191,32.727,32.05,66,6,4.99,clear sky
665,Kangaba,ML,11.9333,-8.4167,89.2,35,67,5.37,broken clouds
666,Belaya Gora,RU,68.5333,146.4167,46.24,74,98,4.27,overcast clouds
667,Yokadouma,CM,3.5167,15.05,70.52,87,59,0.49,broken clouds
668,Chokwe,MZ,-24.5333,32.9833,64.74,95,100,6.15,light rain
669,Hude,DE,53.1167,8.4667,55.36,96,43,6.31,scattered clouds
670,George,ZA,-33.963,22.4617,47.75,87,1,5.75,clear sky
671,Deneysville,ZA,-26.8908,28.0971,48.02,90,66,7.83,broken clouds
672,Fuerte Olimpo,PY,-21.0415,-57.8738,72.91,31,63,3.69,broken clouds
673,Hirado,JP,33.3597,129.5531,61.39,85,7,4.65,clear sky
674,Birin,NP,26.8865,88.0718,57.29,86,8,4.54,clear sky
675,Luanda,AO,-8.8368,13.2343,73.4,83,20,5.75,few clouds
676,Miquelon,PM,47.0975,-56.3814,53.6,81,87,8.48,overcast clouds
677,Bereda,ES,43.2686,-7.5406,64.0,72,100,1.88,overcast clouds
678,Ola,RU,59.5833,151.2833,41.14,85,100,5.86,overcast clouds
679,Port Hawkesbury,CA,45.6169,-61.3485,63.91,41,0,14.97,clear sky
680,Neuquen,AR,-38.9516,-68.0591,66.09,24,0,4.61,clear sky
681,Shakhtinsk,KZ,49.71,72.5872,60.35,60,28,7.85,scattered clouds
682,Shimoda,JP,34.6667,138.95,61.72,85,100,8.48,overcast clouds
683,Sao Miguel,BR,-5.4667,-35.3667,83.17,82,7,11.23,clear sky
684,Makueni,KE,-1.8041,37.6203,63.45,88,96,3.18,overcast clouds
685,Port Hardy,CA,50.6996,-127.4199,51.98,82,20,5.75,few clouds
686,Pafos,CY,34.7667,32.4167,67.78,56,20,2.3,few clouds
687,Zeya,RU,53.75,127.2667,47.52,57,100,1.95,overcast clouds
688,Providencia,MX,28.7167,-111.5833,91.2,50,0,17.94,clear sky
689,Dauphin,CA,51.1494,-100.0502,50.14,40,100,2.3,overcast clouds
690,Dryden,CA,49.7833,-92.7503,41.29,65,100,11.5,overcast clouds
691,Kolda,SN,12.8833,-14.95,85.12,46,100,10.16,overcast clouds
692,Chitipa,MW,-9.7024,33.2697,63.66,88,100,6.06,overcast clouds
693,Guilin,CN,25.2819,110.2864,66.31,97,100,3.29,overcast clouds
694,Vanavara,RU,60.34,102.2797,42.51,89,84,8.88,broken clouds
695,Bayanday,RU,53.0661,105.5139,46.94,85,83,4.72,broken clouds
696,Apollonia,GR,36.9716,24.7231,63.99,63,9,5.3,clear sky
